mid,publish_time,user_name,user_link,content,source,location_url,location_name,image_urls,weibo_link,forward_num,comment_num,like_num
4783286528510147,2022-06-22 22:24,大鲁讯,https://weibo.com/5616939264?refer_flag=1001030103_,【#阿里女员工案被告张某将上诉# 当事女子周某：很委屈难过】#阿里女员工案当事女子称很委屈# 6月22日，济南市槐荫区人民法院依法对张国强制猥亵案一审宣判，以强制猥亵罪判处张国有期徒刑一年六个月。22日上午，当事女士周某表示，刚从新闻上看到判决结果，“不知道怎么形容自己现在的感受，这封判决书，我等了太久太久……很委屈，很难过，但没有人与我共情”。与此同时，被告人张某妻子纪女士表示，不服该判决，将上诉。O网页链接 #阿里女员工案被告张某被判1年半##张国强制猥亵案一审宣判# 相关视频：L封面新闻的微博视频 收起d,微博视频号,,,,https://weibo.com/5616939264/LyWF6zHSr?refer_flag=1001030103_,0,0,0
4783286385380509,2022-06-22 22:23,beata浪花,https://weibo.com/5671489573?refer_flag=1001030103_,#阿里女员工案被告张某将上诉#我们捋一捋到底冤不冤：1、饭店有监控证实在饭局确实有猥亵！（张某妻提出让饭局同事作证周某主动靠近的，也不可能抹去饭店监控的录像事实）2、避孕套的透明包装袋已拆，说明有动机，但是没成功（周某可说进行了反抗）3、顺走内裤，说明有发生不可描述行为！法院判罚有这些证据够了！另外一个争议：王某冤不冤？王某第二天10点返回酒店前台，拿走避孕套扔掉！为何亲自跑一趟？他没登记这个酒店的入住信息，我猜测是怕周某退房时知道此事。当时还没有报警，周某也还在酒店。但是他们没有碰面。如果是你情我愿，应该没有这个担心，甚至可能再进周某房间。 收起d,iPhone客户端,,,,https://weibo.com/5671489573/LyWESmzIp?refer_flag=1001030103_,0,0,0
4783284611978665,2022-06-22 22:16,微博时事,https://weibo.com/3787126342?refer_flag=1001030103_,#阿里女员工案被告张某将上诉#,微博 weibo.com,,,,https://weibo.com/3787126342/LyWC18iJX?refer_flag=1001030103_,0,0,0
4783283873778645,2022-06-22 22:13,任宋丹,https://weibo.com/1635603160?refer_flag=1001030103_,#阿里女员工案被告张某将上诉# 当事女子周某：很委屈难过。“阿里女员工案”一审宣判，获刑1年半，其妻坚称丈夫被冤枉。被告人张某妻子纪女士表示，不服该判决，将上诉。 L任宋丹的微博视频 ​,微博视频号,,,,https://weibo.com/1635603160/LyWAPfQZT?refer_flag=1001030103_,1,1,4
4783275941565206,2022-06-22 21:41,关注公安微博,https://weibo.com/1661692882?refer_flag=1001030103_,#阿里女员工案被告张某将上诉# 又有续集了？#阿里女员工案被告张某被判1年半#L封面新闻的微博视频 ​,新版微博 weibo.com,,,,https://weibo.com/1661692882/LyWo26zbg?refer_flag=1001030103_,0,0,1
4783258761957431,2022-06-22 20:33,阿超_港媒视点,https://weibo.com/2473675252?refer_flag=1001030103_,【#阿里女员工案被告张某将上诉# 当事女子周某：很委屈难过】#阿里女员工案当事女子称很委屈# 6月22日，济南市槐荫区人民法院依法对张国强制猥亵案一审宣判，以强制猥亵罪判处张国有期徒刑一年六个月。22日上午，当事女士周某表示，刚从新闻上看到判决结果，“不知道怎么形容自己现在的感受，这封判决书，我等了太久太久……很委屈，很难过，但没有人与我共情”。与此同时，被告人张某妻子纪女士表示，不服该判决，将上诉。#阿里女员工案被告张某被判1年半##张国强制猥亵案一审宣判#L封面新闻的微博视频 收起d,微博视频号,,,,https://weibo.com/2473675252/LyVWk8ddt?refer_flag=1001030103_,1,0,1
4783256019667360,2022-06-22 20:22,湖上轻玉柳,https://weibo.com/7685181530?refer_flag=1001030103_,#阿里女员工案被告张某将上诉# 不懂就问:张某强制猥亵案，好像是法定可不公开审理范畴的吧？ ​,,,,https://wx3.sinaimg.cn/orj360/008o6eMOly1h3haf5kug6j30u01lp78k.jpg,https://weibo.com/7685181530/LyVRTEyVa?refer_flag=1001030103_,1,5,6
4783245793691429,2022-06-22 19:42,日出深山_10237,https://weibo.com/6243908379?refer_flag=1001030103_,#阿里女员工案被告张某将上诉#我说过，谁先搅起舆情，谁就占尽先机。阿里女员工事件，刚开始舆论是齐刷刷同情这位女员工的。即便后来有人发现诸多疑点，但这种后发的声音，难以形成气候，再也不可能盖过此前的声音。法官断案要注重社会效果，什么是社会效果？“大多数”人的声音，就是社会效果。所以，法官也怕惹众怒，所以，才会出现舆情裹挟法律。我觉得，张某很冤。1，女员工本来告的是上司周某，而且刚开始并不想报案，只想闹舆情，给其施压，内心可能有其他目的。没成想，歪打正着让张某进去了，其上司反而没事，滑稽吧？2，什么被迫出差，事实证明，女员工说了很多谎，她的话，都不可信。但法官必须采信的是，女员工说当时酒醉，就只能醉了，其实，醉没醉只有她自己知道。即便是女员工存在勾引，张某众目睽睽之下摸女员工可能是两厢情愿。但一个“醉”字，让张某无法洗脱。酷似未成年人性侵案，不管被侵害方是否愿意，实施者肯定有罪，这事真有点说不清。3，上诉不加刑，张某当然要上诉。改判意味着一审法院有错，但引起如此舆情的案件，你要一审法官认错很难。所以，张某就等着维持原判吧。二审需要一个过程，再加上已经被关一年多。等到二审宣判，张某刑期就满了，法官也算对这件事交差了。张某认命吧。#阿里女员工案被告张某被判1年半##阿里女员工案当事女子称很委屈#@阿里女员工案张某妻子 收起d,微博搜索,,,,https://weibo.com/6243908379/LyVBpfujb?refer_flag=1001030103_,1,25,68
4783240051430398,2022-06-22 19:19,次一改修年一户用,https://weibo.com/3976444636?refer_flag=1001030103_,#阿里女员工案被告张某将上诉#张某再不完美，也是受害者。不同情受害者，反而共情出轨诬告犯的我也是无语了。 ​,iPhone客户端,,,https://wx3.sinaimg.cn/orj360/ed03badcly1h3h8n6ugozj20ku0usdkd.jpg,https://weibo.com/3976444636/LyVs9606W?refer_flag=1001030103_,1,0,10
4783233327434883,2022-06-22 18:52,沙滩彩贝,https://weibo.com/1808915951?refer_flag=1001030103_,#阿里女员工案被告张某将上诉#当事女子周某说是很委屈难过，我觉得吧，很难过是真的，毕竟这段时间日子不好过，但是很委屈就有点莫名其妙了。 ​,iQOO Z1 5G性能先锋,,,,https://weibo.com/1808915951/LyVhivc9t?refer_flag=1001030103_,0,0,3
4783231951963144,2022-06-22 18:47,堂下包黑炭,https://weibo.com/2816798561?refer_flag=1001030103_,#阿里女员工案被告张某将上诉#一个人千万恨，终究一命，一个人千万难，难活一生 ​,iPhone 7 Plus,,,,https://weibo.com/2816798561/LyVf58eHC?refer_flag=1001030103_,0,0,0
4783223865609454,2022-06-22 18:15,楚少主,https://weibo.com/7306650050?refer_flag=1001030103_,#张国强制猥亵案一审被判1年6个月# 沉寂了快一年的阿里女员工案今天又翻新篇，被告人济南华联的张国，以强制猥亵罪一审获刑1年半。张国服不服？不服。法院判决书中明确显示，张国没有悔意，无认罪认罚。张国冤不冤，这个现在还不好说。法院认为他不冤，因为“证据确凿”，而他妻子认为冤，说他被人设套陷害。这起案件因为与大名鼎鼎的阿里有关而备受关注，又因为其涉嫌“性侵”敏感话题而受到舆论持续追踪。案件的整个过程可谓跌宕起伏，迷雾重重，反转反转再反转，活生生地演绎出一个中国版的“罗生门”。目前虽然案件基本上已经平息，但其衍生出的纠缠依然没有了结。包括这次对张国的猥亵指控以及张国妻子对女员工周某的反诉，是否能够随着一审的宣判而偃旗息鼓，现在还不好说，因为还不知道张国家人是否会上诉。另外，有些网民仍然认为，这个案件中张国是冤枉的，值得同情。因为有些细节从逻辑上说是矛盾的，比如周某酒桌上是“主动”靠在张国的腿上，张国第一次“猥亵”她后，第二天凌晨她又主动打电话联系张国，让他来自己所住的宾馆房间，给了他第二次“猥亵”的机会。而且在事情曝光后，周某只字不提她与张国的这些所为。让人心生疑窦。也许这件案子永远都有解不开的疑团，也许有些“默契”只有相关的人才能心照不宣，冤还是不冤，这要看是谁从哪个角度看。#阿里巴巴# #阿里女员工案被告张某将上诉# 收起d,新版微博 weibo.com,,,https://wx1.sinaimg.cn/orj360/007YtXsmgy1h3h0jrg11qj307t06ngmq.jpg,https://weibo.com/7306650050/LyV22nxh4?refer_flag=1001030103_,0,2,3
4783217952163951,2022-06-22 17:51,路遇前程,https://weibo.com/5580282878?refer_flag=1001030103_,#阿里女员工案被告张某将上诉#想要占便宜终将作茧自缚 ​,iPhone客户端,,,,https://weibo.com/5580282878/LyUSv94Wr?refer_flag=1001030103_,0,0,0
4783216366717014,2022-06-22 17:45,Mr_Anthropocene,https://weibo.com/7096823599?refer_flag=1001030103_,#阿里女员工案被告张某将上诉#比舆论干预司法更可怕的是只有一部分人的舆论能干预司法 ​,nova7SE 5G你在焦点在,,,,https://weibo.com/7096823599/LyUPWsboW?refer_flag=1001030103_,0,0,7
4783213123472776,2022-06-22 17:32,万源警事,https://weibo.com/1925015547?refer_flag=1001030103_,//@中国警方在线:张国当庭提出上诉。#张国强制猥亵案一审宣判##阿里女员工案被告张某将上诉#,小米11 Pro,,,https://wx1.sinaimg.cn/orj360/002xAdBtly1h3gsxj5yq7j60jf0d5q4o02.jpg,https://weibo.com/1925015547/LyUKIezqw?refer_flag=1001030103_,0,0,0
4783212330746043,2022-06-22 17:29,从前有个人叫莫大无,https://weibo.com/5660361172?refer_flag=1001030103_,#阿里女员工案被告张某将上诉# 我想，这个案子判决的定性是一码归一码，尽管发生的事情前后有延续性，也有一定的因果关系，但是相互之间的因果性不会影响单个独立事件的定性。周某有没有主动挑逗张某，与张某违背妇女意愿强制猥亵周某这两件事是既关联又相互独立的，无论前因后果如何，张某强制猥亵这个行为是确实存在的，那么张某就必须要为自己的违法行为负责，要接受法律的惩罚。这个行为的定性不会因为周某的行为、动机以及王某文的行为而发生改变。这一点应该是法院判决的主要基础之一。这也是张某及其家人要理解的一点，尽管很难接受甚至无法接受。张某的违法行为是确凿的，公众有对他鸣不平的现象是因为他的遭遇让人遗憾，周某曝光王某文事件最终主菜和下酒菜都没吃成，反而饭前上的那一碟花生米成了主菜。法律保护了不完美的受害者，我觉得是法制的进步。 收起d,微博搜索,,,,https://weibo.com/5660361172/LyUJr384X?refer_flag=1001030103_,0,2,3
4783208019002852,2022-06-22 17:12,鳞鳞爱摩卡,https://weibo.com/7732088662?refer_flag=1001030103_,#阿里女员工案被告张某将上诉# 周某小作文造黄谣不也应该赔礼道歉嘛？最惨的还是张某的原配 ​,iPhone客户端,,,,https://weibo.com/7732088662/LyUCtBM3i?refer_flag=1001030103_,0,2,3
4783206601328511,2022-06-22 17:06,悦蜜方,https://weibo.com/2931516563?refer_flag=1001030103_,#阿里女员工案被告张某将上诉#周女是下头女这个张某老婆更下头偷腥男人也捞，不嫌恶心啊真的是zha男最喜欢的老婆类型能不能开除女籍啊不女拳，只觉得这女的jian的没下线，什么情况都捞、 ​,悦蜜方のiPhone客户端,,,,https://weibo.com/2931516563/LyUAc5zBB?refer_flag=1001030103_,1,10,12
4783206002068076,2022-06-22 17:04,shabileaveme,https://weibo.com/3882861882?refer_flag=1001030103_,#阿里女员工案被告张某将上诉#上诉是他的权利没什么好说的。。但是，每每有这类事情发生，女的就会被荡妇羞辱，仿佛只要证明她不检点她就该被侵害，或者证明她不是完美受害者加害人就能脱罪。真的很叫人无语。大清亡了百年，女性依然艰难。 ​,Xiaomi Civi,,,,https://weibo.com/3882861882/LyUze8G04?refer_flag=1001030103_,0,0,5
4783204478748582,2022-06-22 16:57,南国今报,https://weibo.com/1315590387?refer_flag=1001030103_,【#阿里女员工案被告张某将上诉# 当事女子周某：很委屈难过】#阿里女员工案当事女子称很委屈# 6月22日，济南市槐荫区人民法院依法对张国强制猥亵案一审宣判，以强制猥亵罪判处张国有期徒刑一年六个月。22日上午，当事女士周某表示，刚从新闻上看到判决结果，“不知道怎么形容自己现在的感受，这封判决书，我等了太久太久……很委屈，很难过，但没有人与我共情”。与此同时，被告人张某妻子纪女士表示，不服该判决，将上诉。（封面新闻） 收起d,微博 weibo.com,,,https://wx2.sinaimg.cn/orj360/4e6a50f3gy1h3h4k2cycqj20k60ghwi2.jpg,https://weibo.com/1315590387/LyUwLAHUa?refer_flag=1001030103_,0,1,0
4783204340861568,2022-06-22 16:57,恩佑一轩,https://weibo.com/1369478193?refer_flag=1001030103_,上诉？毛。入刑都快一年了，好运早没了。早上带避孕套去女的酒店房间待了一个多小时就说不清（郭德纲讲评书提到过一句话，奸出妇人口→就算是女的打电话🤳让你去酒店→你去了→就是想捡漏。房间里没外人。）//@中国警方在线:张国当庭提出上诉。#张国强制猥亵案一审宣判##阿里女员工案被告张某将上诉#,小米11,,,https://wx1.sinaimg.cn/orj360/002xAdBtly1h3gsxj5yq7j60jf0d5q4o02.jpg,https://weibo.com/1369478193/LyUwy3C8g?refer_flag=1001030103_,0,0,0
4783203791145005,2022-06-22 16:55,朗普特理财,https://weibo.com/6748462125?refer_flag=1001030103_,#阿里女员工案被告张某被判1年半#这件事终于告一段落了。下图网友的评论，案子依然很有争议，公说公有理，婆说婆有理 #阿里女员工案被告张某将上诉# ​,Android,,,https://wx1.sinaimg.cn/orj360/007mHRhjgy1h3h4g8ox4jj30u01t0n3q.jpg https://wx4.sinaimg.cn/orj360/007mHRhjgy1h3h4g9eco4j30u01t07aj.jpg,https://weibo.com/6748462125/LyUvF4NRP?refer_flag=1001030103_,3,34,118
4783202159821896,2022-06-22 16:48,熏一衣,https://weibo.com/6854779573?refer_flag=1001030103_,#阿里女员工案被告张某将上诉#比舆论干预司法更可怕的是只有一部分人的舆论能干预司法 ​,HUAWEI Mate 20 Pro,,,,https://weibo.com/6854779573/LyUt1Fd7G?refer_flag=1001030103_,0,0,0
4783199237179764,2022-06-22 16:37,三言财经,https://weibo.com/6476628742?refer_flag=1001030103_,#阿里女员工案被告张某将上诉# #阿里女员工案被告张某被判1年半# 【“阿里女员工”案被告张某妻子：将坚决上诉到底】今日，针对“阿里女员工被侵害”案被告人张国以强制猥亵罪被判有期徒刑一年六个月一事，其妻子在微博上发声称将坚决上诉。张国妻子称，自己收到短信通知是“公开开庭宣判”，但实际只允许2位近亲属进入旁听。然而，张国妻子称，在法庭中却坐着六七位陌生人以近亲属身份带着旁听证旁听。此外，她还认为，判刑一年半是连二审时间也计算在内，这样二审结束后要求再审的几率几乎为零。法官判决的刑期非常微妙，“几乎让案子合法的变成铁案”。今日，济南市槐荫区人民法院依法对“阿里女员工被侵害”被告人张国强制猥亵案一审公开宣判，以强制猥亵罪判处被告人张国有期徒刑一年六个月。最后，张国妻子再次强调会坚决上诉到底。全文O网页链接 收起d,微博 weibo.com,,,https://wx3.sinaimg.cn/orj360/0074jgZUly1h3h3ybz8s9j30ku1p5wl0.jpg,https://weibo.com/6476628742/LyUoju7ME?refer_flag=1001030103_,0,0,0
4783197307536073,2022-06-22 16:29,遛弯也算运动,https://weibo.com/7313070841?refer_flag=1001030103_,#阿里女员工案被告张某将上诉#不管是qj还是猥亵，这个男的都确确实实出轨偷情了真是不明白这个妻子咋还要上诉呢？不嫌丢脸吗？我要是有个这种样的老公，我先跟他断了，哪里还会这么闹 ​,nova7SE 5G你在焦点在,,,,https://weibo.com/7313070841/LyUlcvCtz?refer_flag=1001030103_,0,23,26
4783197043034576,2022-06-22 16:28,苍龙飞天79,https://weibo.com/3176105483?refer_flag=1001030103_,【#阿里女员工案被告张某将上诉# 当事女子周某：很委屈难过】#阿里女员工案当事女子称很委屈# 6月22日，济南市槐荫区人民法院依法对张国强制猥亵案一审宣判，以强制猥亵罪判处张国有期徒刑一年六个月。22日上午，当事女士周某表示，刚从新闻上看到判决结果，“不知道怎么形容自己现在的感受，这封判决书，我等了太久太久……很委屈，很难过，但没有人与我共情”。与此同时，被告人张某妻子纪女士表示，不服该判决，将上诉。O网页链接 #阿里女员工案被告张某被判1年半##张国强制猥亵案一审宣判# 相关视频：L封面新闻的微博视频 收起d,微博视频号,,,,https://weibo.com/3176105483/LyUkMcJqM?refer_flag=1001030103_,1,0,1
4783196590313255,2022-06-22 16:26,赵宏民,https://weibo.com/1329201253?refer_flag=1001030103_,#阿里女员工案被告张某将上诉##阿里女员工案当事女子称很委屈#这个事以后还是少跟了，水太深了。 ​,,,,,https://weibo.com/1329201253/LyUk31juv?refer_flag=1001030103_,0,2,8
4783196359102779,2022-06-22 16:25,木辛瞳,https://weibo.com/7623834762?refer_flag=1001030103_,#阿里女员工案被告张某将上诉# 张某妻子这一年来一直在帮自己丈夫维权，我个人觉得她真的是太可怜了。自己老公犯事背叛自己，还要为了家庭利益忍辱负重，跟丈夫共进退。在山东，如果父母背了案底，那孩子会低人一头了。毕竟山东考编风气很浓烈，有些地方朋友还调侃没编说不能上正桌吃饭，如果考上公务员，都要去祖坟放鞭炮，总之父母有案底，基本就没有机会考公当兵。现在的情况就是张某妻子已经羁押一年了，现在审判一年半时间，如果张某认罪，那么很快就可以释放出来，我总感觉这个判决一年半的操作很无语，这事舆论影响太大了，法官也是左右为难。#微博新知博主# 收起d,新版微博 weibo.com,,,,https://weibo.com/7623834762/LyUjFCc31?refer_flag=1001030103_,4,3,7
4783195926826861,2022-06-22 16:23,环江网警巡查执法,https://weibo.com/3568542023?refer_flag=1001030103_,//@中国警方在线: 张国当庭提出上诉。#张国强制猥亵案一审宣判##阿里女员工案被告张某将上诉#,微博 weibo.com,,,https://wx1.sinaimg.cn/orj360/002xAdBtly1h3gsxj5yq7j60jf0d5q4o02.jpg,https://weibo.com/3568542023/LyUiYsDYF?refer_flag=1001030103_,0,0,0
4783195730480998,2022-06-22 16:23,该死的甲虫,https://weibo.com/7764930245?refer_flag=1001030103_,#阿里女员工案被告张某将上诉#异性喝酒前请打开专业的摄像机，至少六个机位 ​,iPhone客户端,,,,https://weibo.com/7764930245/LyUiF2182?refer_flag=1001030103_,0,0,0
